発話者2,応答者2,対話行為,対話行為2,感情
そんなに荒いかなあ。,荒い。実感したね。,自己開示,応答(平叙),悲しみ
いいじゃない。,消し、消して。,自己開示,自己開示,悲しみ
うん、無理。もうさー、昨日とか、あ、違う、おとといとかすごい暑かったからさー、朝起きて窓開けたらさー、もうすでにクーラーなしではいられない気温になってたからさー。,なんか、それに熱風が吹いてくるじゃーん。,自己開示,自己開示,悲しみ
わたしサマースクールでいくらもらってたか覚えてないけど。,うん、結構もらってたでしょう？,自己開示,確認,悲しみ
来ないですよねー。,うん。最初はまあ研究職、いいなあーと思ってたんですけどー、やっぱり、大学院に入ってから、ねえ、現実が見えてきたっていうか。,自己開示,応答(YesNo),悲しみ
でも、できない、できない学生にはつらい。ねえ。,つらいでしょう、ね。,自己開示,自己開示,悲しみ
いないですよねえ。,身近にいたら本当にいいなーって思うんですけどねえ。,自己開示,自己開示,悲しみ
顔も嫌いだった。,お前、なんだお前は。,自己開示,自己開示,悲しみ
わーすげー、この画面見てたら目が痛くなる。,極彩色っつーか迷彩色だよね、これどっちかっつーと。,自己開示,自己開示,悲しみ
ありましたねえ。,何か連続で。,自己開示,自己開示,悲しみ
そりゃ出るわねー,びっくりだよねー。,自己開示,自己開示,悲しみ
うーん。そういうのないと。名詞出さないでしゃべるのが難しい。,難しいっていうか、そういう気の遣い方ができない人。なんかそういうこともできなきゃいけないって思うけど。,自己開示,自己開示,悲しみ
うん、全然違うよね。,かわいくない。,自己開示,自己開示,悲しみ
あー、あっ、でも上に着るで別にいいかなとか思う。,そう、なのに、さ、だめなのね。こう、固定観念が。,自己開示,自己開示,悲しみ
あー、そうなんだ。,あっ、わからん。っていうか、だめかもしれんじゃん、来年とか。,自己開示,自己開示,悲しみ
ここで、じゃあ助けるって言っていいの。微妙。うーん。,そういえばさ、こないだ、Ｅ２からさあ、Ｔさんとの、あの、話を聞き出しとってさあ、おもしろかった。,自己開示,自己開示,悲しみ
そう。,えーでも驚かしても死ぬよー。ほう、だって。,自己開示,自己開示,悲しみ
まあ自分のことしか考えてない人間だから、うちの息子は。それと今ちょっと仕事がね、変わったんですよ。だから、何かすごく忙しいらしいのね。またこれで結婚が遠のくなあと思っちゃってるんですけど。結婚しないのって本人のためにはどうなのかなあと思って。,そうですねえ。,自己開示,自己開示,悲しみ
ああ、そっかー。,たためるかなー、もうー。,自己開示,自己開示,悲しみ
そうなんだよねー。いくら歌がうまくってもさ、やっぱ見た目とかあるよねー。,うーん。かわいそうだよ、もう。,自己開示,あいづち,悲しみ
そうですね。,だから毎年応募してて、その１０年目ぐらい、だんだん順位が上がっていって、で、あの、一番上になった人が選ばれるみたいなんですよね。,自己開示,自己開示,悲しみ
それはそれぐらい掛かるんじゃない、人件費からさあ、材料費から、全て。,設計から。,自己開示,自己開示,悲しみ
あーそう。,これが俺だって言われた。,自己開示,自己開示,悲しみ
だめ。,でもそんなことをしたら、数学なんか全然。,自己開示,自己開示,悲しみ
若い時ってすごい無鉄砲だしさー。うーん。,後先考えないで行動するよね。,自己開示,自己開示,悲しみ
何か、私自身で時間の使いかたすごい下手だなあと思って。,難しいですよね。,自己開示,自己開示,悲しみ
だから１８か２０歳まではということやろ？。,でもその１６になったら車に乗って動けるようになるんやから、ある、ある程度は。うん。１人で何でもできる、動ける。でもそこまではもう完全にあれやわ。もう、んー、移動の自由がないねんから、ひどい話。,自己開示,応答(平叙),悲しみ
全然覚えてない、人のことは。,うん、人のことは全然覚えてない。今年じゃなかったよ。,自己開示,自己開示,悲しみ
私は買う気ないしさー、別に着ないし。,ねー、お母さんがさ、なーお前、一生のもんだから買ってあげようかと言われたんだけど、どうしようとか思って。,自己開示,自己開示,悲しみ
ふーん、あごめんなさい。,もともとの日本語の大半は自分が書いたやつやから、結構楽やっちゅう。,自己開示,自己開示,悲しみ
うん、うん。たら、そのファイルだけ今消す？じゃあ。,そしたら、もう、だれもやらなくなるかなー。,自己開示,自己開示,悲しみ
うん、医学部出すのも結構痛いし、痛いじゃん。私大、よく私大とかだったし。,そう、６年通うのもさ、何千万とかするんでしょう？やばいよね。無理なんだけど。,自己開示,確認,悲しみ
ま、そりゃそうですよねえ。,うーん。確かにそのー、昼間も寝てるとは言ってもー、体力は使ってるみたいだよね。,自己開示,あいづち,悲しみ
今日はやーい。あっという間に夕方になっちゃったって感じ。,まだあってそんな経ってないじゃんて思ったけど、あー、そんなことないか。,自己開示,自己開示,悲しみ
